Distance_to_soma,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595
00519_P005_T01-S007_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_02_17_06,9,9,9,9,11,15,19,23,27,30,30,31,30,29,27,24,21,19,19,18,16,14,11,8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00524_P005_T01-S007_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_02_10_38,12,12,12,13,15,16,20,21,27,30,36,36,34,29,28,25,24,19,14,9,6,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00525_P005_T01-S007_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_02_14_13,10,10,10,10,13,15,19,24,28,28,30,32,30,30,29,26,17,11,10,8,7,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00527_P005_T01-S007_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_02_14_14,10,10,10,10,11,12,18,23,26,23,25,25,23,17,17,13,12,10,8,7,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00534_P006_T01-S002_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_02_16_02,10,10,10,10,15,18,21,21,21,22,21,21,16,14,13,11,11,9,8,7,7,8,5,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00535_P006_T01-S002_STG_R0678_LJ-20220530_YXQ_stamp_2022_08_02_16_03,10,10,10,11,13,15,16,18,22,24,23,26,29,30,29,30,26,25,22,21,22,17,16,15,15,13,10,8,7,7,7,7,6,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00537_P006_T01-S002_STG_R0678_LJ-20220530_YXQ_stamp_2022_08_02_17_06,7,7,7,8,9,14,17,21,25,27,26,29,27,24,21,18,16,16,14,10,9,9,8,6,5,5,5,5,5,4,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00538_P006_T01-S002_STG_R0678_LJ-20220530_YXQ_stamp_2022_08_04_10_10,9,9,9,9,9,13,16,20,22,24,26,28,28,25,23,24,21,19,15,13,11,10,8,7,7,6,6,6,5,4,4,4,3,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00539_P006_T01-S002_STG_R0678_LJ-20220530_YXQ_stamp_2022_08_02_17_10,8,8,8,10,14,16,21,22,25,26,29,27,28,26,24,21,21,23,18,18,15,15,14,11,11,6,4,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00540_P006_T01-S002_STG_R0678_LJ-20220530_YXQ_stamp_2022_07_04_17_11,7,7,8,8,10,12,14,21,21,24,26,26,27,29,29,30,28,25,25,25,24,23,20,19,17,18,15,15,15,12,12,10,9,9,7,7,6,7,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00541_P006_T01-S002_STG_R0678_LJ-20220530_YXQ_stamp_2022_08_03_09_29,7,7,7,8,12,15,16,18,21,21,22,22,22,21,20,19,19,18,15,15,14,13,10,7,5,5,4,3,3,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00542_P006_T01-S002_STG_R0678_LJ-20220530_YXQ_stamp_2022_08_04_11_04,6,6,6,6,8,12,16,17,18,19,22,23,20,16,16,14,13,11,9,9,8,7,7,7,6,6,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00543_P006_T01-S002_STG_R0678_LJ-20220530_YXQ_stamp_2022_08_05_10_03,8,8,8,8,9,10,12,15,16,19,24,25,24,25,23,23,21,17,16,13,12,12,11,11,10,8,6,6,4,4,4,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00544_P006_T01-S002_STG_R0678_LJ-20220530_YXQ_stamp_2022_08_03_14_37,5,5,5,6,7,8,13,16,20,25,26,26,30,31,28,28,26,22,19,17,17,15,14,10,9,8,8,8,8,6,6,6,7,6,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00545_P006_T01-S002_STG_R0678_LJ-20220530_YXQ_stamp_2022_08_03_14_39,8,8,8,9,10,16,21,21,23,23,24,24,24,25,23,23,23,22,20,21,17,17,14,13,10,9,9,9,9,8,6,5,4,4,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00547_P006_T01-S002_STG_R0678_LJ-20220530_YXQ_stamp_2022_08_03_15_41,9,9,9,10,12,15,19,21,23,26,28,31,32,31,30,31,29,23,21,20,19,16,16,16,12,11,8,7,4,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00548_P006_T01-S002_STG_R0678_LJ-20220530_LJ_stamp_2022_08_05_10_34,14,14,14,15,15,20,21,23,28,28,27,28,31,31,29,26,25,25,22,20,18,16,14,11,11,10,10,8,8,7,6,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00554_P006_T01-S003_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_02_17_07,14,14,14,16,17,18,16,21,22,21,20,17,16,20,20,17,17,23,23,19,20,18,15,15,13,11,11,8,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00555_P006_T01-S003_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_02_17_07,7,7,7,7,7,10,12,12,16,21,23,23,25,23,21,22,21,21,21,21,18,20,18,16,14,12,12,8,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00556_P006_T01-S003_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_02_17_07,8,8,8,8,10,13,17,18,19,22,21,25,27,30,31,31,28,31,27,29,27,27,25,24,19,16,12,8,7,8,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00557_P006_T01-S003_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_03_17_21,10,10,10,10,12,13,17,19,24,25,25,26,30,25,25,27,30,26,26,27,28,27,28,26,25,25,25,16,13,9,8,6,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00560_P006_T01-S003_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_03_17_16,9,9,9,9,9,12,14,12,14,13,16,14,17,17,19,20,25,27,28,31,29,29,27,26,23,21,18,16,9,7,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00562_P006_T01-S003_STG_R0678_LJ-20220530_YXQ_stamp_2022_07_04_17_12,18,17,17,17,19,22,24,27,32,35,35,37,43,40,40,40,38,37,39,38,39,37,37,37,36,34,30,27,22,20,15,14,10,8,7,6,6,6,6,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00563_P006_T01-S003_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_04_09_57,13,13,13,13,13,14,16,17,22,26,26,29,27,27,25,23,21,13,12,12,12,12,11,8,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00570_P006_T01-S003_STG_R0509_LJ-20220530_LJ_stamp_2022_08_03_17_22,8,8,8,8,11,12,13,16,19,19,17,21,21,22,23,22,24,24,25,24,24,20,19,18,18,12,8,4,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00571_P006_T01-S003_STG_R0509_LJ-20220530_LJ_stamp_2022_08_03_17_22,8,8,8,8,8,11,15,16,18,18,19,22,22,21,22,23,22,23,22,23,23,24,24,23,23,20,14,9,7,5,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00573_P006_T01-S003_STG_R0509_LJ-20220530_LJ_stamp_2022_08_03_17_23,7,7,7,7,8,9,10,12,17,18,22,26,27,26,29,28,26,26,26,27,27,23,22,21,20,19,11,9,8,6,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00574_P006_T01-S003_STG_R0509_LJ-20220530_LJ_stamp_2022_07_04_17_13,14,14,14,15,20,22,24,30,32,31,33,27,25,24,26,26,25,23,21,19,19,16,16,14,14,11,8,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00576_P006_T01-S003_STG_R0509_LJ-20220530_LJ_stamp_2022_08_03_17_23,9,9,9,9,9,13,16,16,18,18,21,23,22,23,25,25,23,23,28,28,26,27,24,21,17,14,12,10,8,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00577_P006_T01-S003_STG_R0509_LJ-20220530_LJ_stamp_2022_08_03_17_23,5,5,5,5,5,7,10,12,12,16,16,19,20,25,25,24,24,26,23,22,22,18,16,14,9,8,5,5,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00578_P006_T01-S003_STG_R0509_LJ-20220530_LJ_stamp_2022_08_03_17_24,9,9,9,9,10,11,13,15,18,19,23,28,29,31,33,32,31,29,32,32,26,23,18,15,11,5,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00579_P006_T01-S003_STG_R0509_LJ-20220530_LJ_stamp_2022_08_03_17_25,9,9,9,10,10,13,16,18,21,24,26,29,31,33,37,36,35,32,28,25,28,26,23,21,18,17,13,11,9,6,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00581_P006_T01-S003_STG_R0509_LJ-20220530_LJ_stamp_2022_08_04_16_28,10,10,10,11,11,11,12,15,13,15,19,22,21,22,20,21,22,27,25,26,26,24,23,17,17,14,13,12,9,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00582_P006_T01-S003_STG_R0509_LJ-20220530_LJ_stamp_2022_08_04_16_28,7,7,7,7,8,11,15,18,22,22,26,28,27,30,32,31,28,27,32,32,36,34,28,23,17,15,13,9,8,8,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00583_P006_T01-S003_STG_R0509_LJ-20220530_XJ_stamp_2022_08_04_16_29,6,6,6,6,6,8,10,12,15,19,20,22,24,22,21,23,26,28,29,27,27,25,24,21,20,18,12,8,8,5,5,4,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00586_P006_T01-S003_STG_R0509_LJ-20220530_XJ_stamp_2022_08_04_16_30,9,9,9,9,11,13,15,19,19,19,20,24,27,28,28,26,23,21,20,20,18,15,14,10,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00587_P006_T01-S003_STG_R0509_LJ-20220530_XJ_stamp_2022_08_04_16_31,7,7,7,7,8,11,13,15,15,16,21,25,28,27,27,27,30,33,33,32,34,34,34,30,26,21,19,13,11,8,4,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00589_P006_T01-S003_STG_R0509_LJ-20220530_XJ_stamp_2022_08_04_09_59,8,8,8,8,9,11,11,14,19,22,21,26,28,32,32,31,32,32,31,27,27,22,21,18,16,15,9,7,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00590_P006_T01-S003_STG_R0509_LJ-20220530_XJ_stamp_2022_08_04_10_00,9,9,9,9,10,13,16,18,23,27,33,32,33,31,29,28,26,24,19,16,15,11,8,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00591_P006_T01-S003_STG_R0509_LJ-20220530_XJ_stamp_2022_08_04_11_05,10,10,10,14,11,12,15,17,18,20,20,23,23,24,23,25,27,27,25,29,26,24,21,20,20,21,19,16,10,8,7,7,6,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00592_P006_T01-S003_STG_R0509_LJ-20220530_XJ_stamp_2022_08_04_14_19,11,11,11,12,14,15,16,17,17,21,19,20,21,24,24,25,25,26,29,26,25,24,25,20,15,15,12,9,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00593_P006_T01-S003_STG_R0509_LJ-20220530_XJ_stamp_2022_08_04_14_20,9,9,9,10,11,14,15,21,21,22,24,24,22,23,23,23,19,19,18,15,14,12,11,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00594_P006_T01-S003_STG_R0509_LJ-20220530_XJ_stamp_2022_06_28_15_29,13,13,14,16,19,24,25,27,28,30,30,31,35,34,36,34,35,33,32,34,32,32,35,31,30,29,26,23,13,9,8,7,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00595_P006_T01-S003_STG_R0509_LJ-20220530_XJ_stamp_2022_08_04_15_12,8,8,8,9,10,15,19,22,25,27,25,23,25,24,22,21,21,20,16,13,13,7,6,5,5,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00596_P006_T01-S003_STG_R0509_LJ-20220530_XJ_stamp_2022_08_04_16_19,12,12,12,12,13,17,21,20,24,29,29,37,37,35,34,33,33,31,26,24,22,21,17,15,11,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00602_P006_T01-S005_STG_R0509_LJ-20220530_LJ_stamp_2022_08_08_09_28,9,9,9,9,10,12,13,18,20,23,25,24,22,21,21,23,24,20,15,14,14,11,9,9,6,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00604_P006_T01-S005_STG_R0509_LJ-20220530_LJ_stamp_2022_08_08_11_00,6,6,6,6,7,8,11,16,17,17,20,27,27,26,24,23,17,10,8,5,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00605_P006_T01-S005_STG_R0509_LJ-20220530_LJ_stamp_2022_08_04_17_10,8,8,8,8,11,10,16,17,22,23,26,28,31,26,26,23,23,22,17,18,15,14,12,12,9,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
