Name,Stems,Branches,Length,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension
00969_P011_T01-S002_STG-AP_R0613_WY-20220610_YXQ_stamp_2022_08_31_15_06.ano.eswc,7,95,2488.74,57.8973,45.3574,1.11467
00971_P011_T01-S002_STG-AP_R0613_WY-20220610_YXQ_stamp_2022_08_27_19_50.ano.eswc,5,73,2167.42,67.8158,61.5281,1.09228
00972_P011_T01-S002_STG-AP_R0613_WY-20220610_YXQ_stamp_2022_08_31_14_57.ano.eswc,5,81,2597.16,64.1108,61.2239,1.09233
00973_P011_T01-S002_STG-AP_R0919_WY-20220610_LJ_stamp_2022_08_25_10_29.ano.eswc,6,197,6422.12,52.6379,47.3511,1.07118
00974_P011_T01-S002_STG-AP_R0613_WY-20220610_LJ_stamp_2022_08_24_16_33.ano.eswc,8,175,4888.33,61.2764,59.9515,1.08672
00976_P011_T01-S002_STG-AP_R0919_WY-20220610_LJ_stamp_2022_08_24_16_54.ano.eswc,7,144,5533.95,57.1994,51.8641,1.07935
00979_P010_T01-S017_TP_R0460_LJ-20220607_XJ_stamp_2022_08_25_09_11.ano.eswc,11,60,1985.77,79.2913,56.4088,1.05269
00982_P010_T01-S017_TP_R0613_LJ-20220607_XJ_stamp_2022_08_25_09_11.ano.eswc,11,107,3727.84,82.1139,61.3769,1.10012
00988_P010_T01-S019_TP_R0678_LJ-20220607_YXQ_stamp_2022_08_25_09_07.ano.eswc,12,92,3720.17,82.29,67.4254,1.08949
00989_P010_T01-S019_TP_R0509_LJ-20220607_YXQ_stamp_2022_08_25_09_07.ano.eswc,13,59,3185.89,91.1667,75.6037,1.13145
00990_P010_T01-S019_TP_R0509_LJ-20220607_YXQ_stamp_2022_08_25_09_08.ano.eswc,7,67,2017.77,81.5089,61.6228,1.08496
00991_P010_T01-S019_TP_R0509_LJ-20220607_LJ_stamp_2022_08_25_09_08.ano.eswc,9,81,2034.32,88.9308,67.5221,1.06835
00993_P010_T01-S019_TP_R0509_LJ-20220607_LJ_stamp_2022_08_25_09_08.ano.eswc,8,86,2331.17,86.712,64.4584,1.09625
00996_P010_T01-S019_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_09_09.ano.eswc,16,96,3138.37,82.9795,59.0104,1.14879
00997_P010_T01-S019_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_09_09.ano.eswc,10,80,2603.99,83.4112,58.6575,1.11834
00998_P010_T01-S019_TP_R0678_LJ-20220607_XJ_stamp_2022_08_25_09_09.ano.eswc,9,87,3645.8,68.0087,47.9336,1.10907
00999_P010_T01-S019_TP_R0509_LJ-20220607_XJ_stamp_2022_08_25_09_10.ano.eswc,8,86,2557.57,77.0634,56.465,1.12434
01010_P008_T08-S036_SPL_R0460_YXQ-20220615_LJ_stamp_2022_06_29_17_20.ano.eswc,7,99,2403.18,86.7155,68.1698,1.09911
01015_P008_T02-S019_SPL_R0460_LJ-20220621_XJ_stamp_2022_06_30_09_57.ano.eswc,14,104,2767.81,70.3282,59.9086,1.07497
01038_P010_T01-S020_TP_R0460_LJ-20220607_LJ_stamp_2022_08_22_13_28.ano.eswc,6,34,785.918,70.7722,61.2871,1.08383
01041_P010_T01-S023_TP_R0613_LJ-20220607_LJ_stamp_2022_08_22_15_20.ano.eswc,5,75,2182.08,85.4667,57.2298,1.05934
01046_P008_T02-S016_SPL_R0460_LJ-20220621_YXQ_stamp_2022_08_22_16_23.ano.eswc,9,99,1882.58,75.4765,66.4567,1.14244
01051_P008_T02-S016_SPL_R0460_LJ-20220621_LJ_stamp_2022_08_22_17_24.ano.eswc,8,76,1332.55,77.4227,55.0238,1.05724
01052_P008_T08-S040_SPL_R0460_YXQ-20220615_YXQ_stamp_2022_08_23_11_13.ano.eswc,4,64,1288.05,78.7349,60.5658,1.07656
01053_P008_T08-S040_SPL_R0460_YXQ-20220615_YXQ_stamp_2022_08_23_09_08.ano.eswc,6,58,1205.29,66.4998,66.2512,1.09467
01056_P008_T08-S040_SPL_R0460_YXQ-20220615_YXQ_stamp_2022_08_23_10_29.ano.eswc,8,65,1360.36,71.1127,56.2328,1.07415
01059_P008_T08-S040_SPL_R0460_YXQ-20220615_YXQ_stamp_2022_08_23_11_10.ano.eswc,5,57,1537.3,76.4195,51.9216,1.12018
01062_P013_T02-S016_S(M)FG_R0613_LJ-20220619_XJ_stamp_2022_08_23_11_44.ano.eswc,8,62,2697.42,76.3928,58.3132,1.10555
01065_P008_T08-S037_SPL_R0460_YXQ-20220615_XJ_stamp_2022_08_23_13_17.ano.eswc,4,49,1227.31,80.9985,67.5833,1.05833
01066_P008_T08-S037_SPL_R0460_YXQ-20220615_XJ_stamp_2022_08_23_13_59.ano.eswc,6,55,1319.02,81.2177,64.4109,1.0748
01073_P008_T02-S014_SPL_R0460_LJ-20220621_XJ_stamp_2022_08_30_16_10.ano.eswc,8,49,1368.64,86.571,60.3293,1.04852
01076_P008_T02-S014_SPL_R0460_LJ-20220621_LJ_stamp_2022_08_30_16_23.ano.eswc,7,69,1497.82,83.2066,71.066,1.05684
01087_P008_T02-S015_SPL_R0613_LJ-20220621_XJ_stamp_2022_08_25_09_10.ano.eswc,7,89,3363.11,83.9439,51.4286,1.10161
01098_P008_T02-S012_SPL_R0460_LJ-20220621_YXQ_stamp_2022_08_25_09_10.ano.eswc,7,72,2076.57,75.9351,59.9861,1.07017
01101_P008_T02-S012_SPL_R0460_LJ-20220621_YXQ_stamp_2022_08_31_14_50.ano.eswc,9,79,2556.46,89.963,62.3279,1.05984
01111_P013_T02-S026_S(M)FG_R0460_LJ-20220619_XJ_stamp_2022_08_23_21_14.ano.eswc,12,70,2834.25,85.0586,56.9488,1.05026
01112_P013_T02-S026_S(M)FG_R0613_LJ-20220619_XJ_stamp_2022_08_26_11_45.ano.eswc,8,96,3227.71,72.129,58.8018,1.11182
01113_P013_T02-S026_S(M)FG_R0460_LJ-20220619_XJ_stamp_2022_08_23_22_15.ano.eswc,9,59,1863.6,63.5584,60.568,1.04739
01114_P013_T02-S026_S(M)FG_R0613_LJ-20220619_XJ_stamp_2022_08_23_23_16.ano.eswc,9,85,2999.96,70.2342,57.3429,1.07588
01119_P010_T01-S009_TP_R0613_LJ-20220607_LJ_stamp_2022_08_23_23_57.ano.eswc,7,73,2294.12,76.8895,64.6278,1.07231
01120_P010_T01-S009_TP_R0613_LJ-20220607_LJ_stamp_2022_08_24_14_32.ano.eswc,7,87,2894.81,76.2494,59.4947,1.08095
01121_P010_T01-S009_TP_R0613_LJ-20220607_XJ_stamp_2022_08_31_13_42.ano.eswc,9,111,3394.93,79.345,59.6811,1.10898
01122_P010_T01-S009_TP_R0613_LJ-20220607_XJ_stamp_2022_08_27_23_05.ano.eswc,4,106,2162.83,88.2694,61.7931,1.07889
01124_P010_T01-S009_TP_R0613_LJ-20220607_XJ_stamp_2022_08_24_16_23.ano.eswc,7,159,5670.93,68.4493,55.225,1.11171
01125_P010_T01-S009_TP_R0460_LJ-20220607_XJ_stamp_2022_08_27_20_08.ano.eswc,9,118,2279.73,69.6977,48.6277,1.12867
01126_P010_T01-S009_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_27_20_28.ano.eswc,6,143,3235.72,72.6797,55.8496,1.09079
01127_P010_T01-S009_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_27_20_45.ano.eswc,6,96,2009.64,60.8592,53.0785,1.07328
01128_P010_T01-S009_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_27_21_03.ano.eswc,10,103,2166.29,77.9038,60.0063,1.10471
01130_P010_T01-S009_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_24_17_08.ano.eswc,6,124,2946.38,75.2613,63.2137,1.1103
01131_P010_T01-S009_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_24_18_42.ano.eswc,6,104,2957.75,79.4542,60.5212,1.09417
01132_P010_T01-S009_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_31_15_09.ano.eswc,7,129,4321.53,81.8476,57.9978,1.07597
01133_P010_T01-S009_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_14_53.ano.eswc,7,99,1823.32,57.7773,53.2018,1.06917
01134_P010_T01-S009_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_24_19_49.ano.eswc,7,95,2985.8,64.5447,54.6818,1.08008
01135_P010_T01-S009_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_24_20_36.ano.eswc,8,80,3015.48,74.8971,64.2784,1.07542
01136_P010_T01-S009_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_26_11_48.ano.eswc,8,86,3234.33,70.1426,59.7921,1.08449
01137_P010_T01-S009_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_24_21_37.ano.eswc,7,97,2612.41,62.0086,54.7024,1.09753
01139_P010_T01-S009_TP_R0460_LJ-20220607_LJ_stamp_2022_08_24_22_35.ano.eswc,9,73,1579.39,71.7244,56.4322,1.08216
01142_P010_T01-S009_TP_R0460_LJ-20220607_LJ_stamp_2022_08_24_23_11.ano.eswc,8,126,3258.37,79.8934,59.693,1.12164
01143_P010_T01-S009_TP_R0613_LJ-20220607_LJ_stamp_2022_08_31_14_24.ano.eswc,9,121,2954.58,60.0906,52.303,1.09486
01144_P010_T01-S009_TP_R0460_LJ-20220607_LJ_stamp_2022_08_25_13_29.ano.eswc,9,85,2595.33,80.184,54.6266,1.07525
01145_P010_T01-S009_TP_R0613_LJ-20220607_LJ_stamp_2022_08_25_13_52.ano.eswc,5,69,2564.73,69.7908,59.7862,1.11173
01147_P014_T01-S012_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_27_21_33.ano.eswc,7,85,2085.99,59.1186,51.6352,1.04123
01148_P014_T01-S012_MFG_R0460_LJ-20220704_RJ_stamp_2022_08_25_14_22.ano.eswc,7,94,2782.64,75.6826,57.2861,1.05418
01149_P014_T01-S012_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_25_15_13.ano.eswc,6,100,2778.91,75.7642,55.0181,1.08258
01151_P014_T01-S012_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_24_17_20.ano.eswc,10,78,2030.75,57.0468,49.7922,1.06768
01152_P014_T01-S012_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_25_16_09.ano.eswc,12,78,2419.75,79.3241,53.0821,1.0812
01159_P010_T01-S021_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_31_15_16.ano.eswc,13,107,4492.85,78.65,60.0413,1.12821
01160_P010_T01-S021_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_25_17_40.ano.eswc,8,114,4808.06,72.0151,57.5087,1.10413
01161_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_25_20_23.ano.eswc,10,104,3597.83,66.3838,52.2546,1.06524
01162_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_15_03.ano.eswc,10,70,2152.26,81.4713,57.913,1.08153
01167_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_14_28.ano.eswc,11,119,2826.56,70.1096,57.3609,1.08297
01168_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_13_49.ano.eswc,7,109,2683.9,67.4323,51.6136,1.14304
01169_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_14_13.ano.eswc,7,91,2670.28,76.2727,56.8924,1.0513
01171_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_13_51.ano.eswc,6,56,2010.21,82.4313,66.7808,1.05198
01173_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_00_17.ano.eswc,6,107,2413.32,71.4643,60.0099,1.07399
01174_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_24_19_33.ano.eswc,11,78,2255.28,80.4998,70.4449,1.03686
01175_P010_T01-S021_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_15_19.ano.eswc,6,78,2769.49,69.7601,56.386,1.04663
01180_P010_T01-S021_TP_R0613_LJ-20220607_LJ_stamp_2022_08_31_14_55.ano.eswc,6,71,1656.98,49.4634,50.2481,1.11371
01181_P010_T01-S021_TP_R0460_LJ-20220607_LJ_stamp_2022_08_26_13_58.ano.eswc,7,92,1429.41,89.015,67.7006,1.06385
01182_P010_T01-S014_TP_R0460_LJ-20220607_LJ_stamp_2022_08_31_14_32.ano.eswc,12,96,2761.4,85.6065,57.9581,1.08819
01183_P010_T01-S014_TP_R0613_LJ-20220607_LJ_stamp_2022_08_26_15_03.ano.eswc,7,111,2966.07,72.7501,50.0972,1.12812
01185_P010_T01-S014_TP_R0613_LJ-20220607_GYC_stamp_2022_08_31_14_35.ano.eswc,7,99,3807.53,75.6417,57.9268,1.06314
01186_P010_T01-S014_TP_R0460_LJ-20220607_GYC_stamp_2022_08_26_14_06.ano.eswc,7,91,1448.28,71.1014,64.1254,1.06406
01187_P010_T01-S014_TP_R0460_LJ-20220607_GYC_stamp_2022_08_31_14_43.ano.eswc,9,123,3533.86,74.6544,55.6945,1.0585
01188_P010_T01-S014_TP_R0460_LJ-20220607_GYC_stamp_2022_08_31_14_33.ano.eswc,4,112,2095.84,85.31,61.6615,1.06375
01190_P010_T01-S014_TP_R0460_LJ-20220607_GYC_stamp_2022_08_26_14_14.ano.eswc,7,128,2448.18,81.7866,63.3701,1.0559
01191_P010_T01-S014_TP_R0460_LJ-20220607_LJ_stamp_2022_08_31_14_52.ano.eswc,9,59,2058.83,81.0691,57.5723,1.05558
01192_P010_T01-S014_TP_R0613_LJ-20220607_LJ_stamp_2022_08_25_09_21.ano.eswc,8,88,2920.51,80.338,64.4434,1.11439
01195_P010_T01-S015_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_14_35.ano.eswc,6,102,1975.42,74.5944,63.0092,1.07297
01197_P010_T01-S015_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_14_21.ano.eswc,6,64,1664,73.3061,50.7483,1.04763
01198_P010_T01-S015_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_14_23.ano.eswc,6,50,1138.68,69.2394,67.6925,1.07697
01199_P010_T01-S015_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_14_26.ano.eswc,5,67,1450.54,77.9174,57.4066,1.05111
01201_P010_T01-S015_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_17_07.ano.eswc,9,103,2200.45,78.5767,64.378,1.07741
01202_P010_T01-S015_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_25_09_22.ano.eswc,10,80,2216.81,89.1465,65.645,1.08762
01203_P010_T01-S015_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_14_28.ano.eswc,7,70,1466.44,79.4027,57.5045,1.05767
01205_P010_T01-S015_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_14_56.ano.eswc,8,92,2234,83.5316,56.9389,1.09117
01206_P010_T01-S015_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_25_09_22.ano.eswc,10,129,3794.71,81.2578,57.9428,1.09938
01209_P010_T01-S015_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_25_09_22.ano.eswc,9,80,3236.25,77.511,65.7319,1.12219
01210_P010_T01-S015_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_26_14_30.ano.eswc,7,109,2882.68,70.1794,53.22,1.08151
01211_P010_T01-S015_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_27_16_01.ano.eswc,6,60,1619.33,74.5773,58.7961,1.0796
01212_P010_T01-S015_TP_R0613_LJ-20220607_YXQ_stamp_2022_08_27_16_48.ano.eswc,7,69,3145.51,64.6731,59.0916,1.09723
01213_P010_T01-S015_TP_R0460_LJ-20220607_LJ_stamp_2022_08_25_09_23.ano.eswc,9,83,2923.4,90.9511,65.7308,1.06003
01219_P010_T01-S015_TP_R0460_LJ-20220607_LJ_stamp_2022_08_26_14_31.ano.eswc,8,110,2643.05,79.5986,61.1897,1.06101
01220_P010_T01-S015_TP_R0460_LJ-20220607_LJ_stamp_2022_08_25_09_23.ano.eswc,9,71,2481.56,97.5164,69.403,1.10449
01221_P010_T01-S015_TP_R0460_LJ-20220607_LJ_stamp_2022_08_26_14_34.ano.eswc,4,55,1464.83,83.8908,62.4462,1.04559
01222_P010_T01-S015_TP_R0460_LJ-20220607_LJ_stamp_2022_08_27_17_07.ano.eswc,7,71,2180.91,79.602,66.141,1.05838
01223_P010_T01-S015_TP_R0460_LJ-20220607_LJ_stamp_2022_08_25_09_23.ano.eswc,11,62,2025.05,91.4046,59.6737,1.09761
01224_P010_T01-S015_TP_R0460_LJ-20220607_LJ_stamp_2022_08_27_17_22.ano.eswc,7,63,1746.6,86.9648,61.2224,1.05814
01225_P010_T01-S015_TP_R0460_LJ-20220607_LJ_stamp_2022_08_25_09_23.ano.eswc,9,84,2295.79,83.8062,59.2813,1.0752
01226_P010_T01-S015_TP_R0460_LJ-20220607_LJ_stamp_2022_08_25_09_24.ano.eswc,9,95,2816.96,84.0876,57.0283,1.07676
01228_P014_T01-S028_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_25_09_24.ano.eswc,11,89,3187.76,83.153,60.9855,1.11695
01229_P014_T01-S028_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_26_17_46.ano.eswc,12,101,3698.85,79.3208,62.6697,1.15288
01232_P014_T01-S028_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_26_14_36.ano.eswc,6,81,2360.51,78.8078,63.4153,1.10832
01234_P014_T01-S028_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_26_18_18.ano.eswc,9,97,2719.98,78.9971,58.0041,1.12077
01238_P014_T01-S028_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_26_20_40.ano.eswc,5,79,2160.27,79.8908,55.5269,1.16642
01244_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_14_46.ano.eswc,7,67,2159.55,80.6582,58.2557,1.0801
01246_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_21_24.ano.eswc,8,86,2393.83,74.8444,62.5552,1.09414
01247_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_21_46.ano.eswc,8,76,2157.11,77.3278,56.7806,1.10435
01248_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_14_38.ano.eswc,5,75,1720.66,77.3825,59.5915,1.07653
01250_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_25_09_24.ano.eswc,10,76,3018.43,86.4342,60.7445,1.10129
01251_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_14_40.ano.eswc,6,91,2140.35,69.0622,56.9629,1.04568
01253_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_25_09_24.ano.eswc,8,74,2508.31,90.4472,68.0416,1.10999
01255_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_22_02.ano.eswc,7,57,1752.77,70.5597,63.3254,1.04811
01256_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_14_39.ano.eswc,6,113,2309.07,88.6951,65.4642,1.09844
01257_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_14_46.ano.eswc,5,85,1927.13,89.1881,64.0812,1.04883
01260_P010_T01-S016_TP_R0613_LJ-20220607_LJ_stamp_2022_08_26_14_47.ano.eswc,5,117,3073.07,75.6253,54.5397,1.10545
01261_P010_T01-S016_TP_R0460_LJ-20220607_LJ_stamp_2022_08_25_09_24.ano.eswc,9,77,2406,86.449,64.6958,1.1273
01262_P010_T01-S016_TP_R0460_LJ-20220607_LJ_stamp_2022_08_26_14_48.ano.eswc,5,121,2506.53,71.2788,55.8957,1.04673
01263_P010_T01-S016_TP_R0460_LJ-20220607_LJ_stamp_2022_08_25_09_25.ano.eswc,11,99,2569.93,84.5462,60.7385,1.07783
01268_P010_T01-S016_TP_R0613_LJ-20220607_LJ_stamp_2022_08_26_14_49.ano.eswc,6,102,2882.15,83.5952,62.295,1.08226
01269_P014_T01-S013_MFG_R0460_LJ-20220704_RJ_stamp_2022_07_21_17_05.ano.eswc,8,78,2179.54,88.75,66.6477,1.11812
01270_P014_T01-S013_MFG_R0460_LJ-20220704_RJ_stamp_2022_07_21_17_12.ano.eswc,7,91,2509.12,74.933,55.6901,1.10656
01271_P014_T01-S013_MFG_R0613_LJ-20220704_RJ_stamp_2022_08_26_14_51.ano.eswc,8,108,2515.71,67.7371,58.6206,1.09065
01272_P014_T01-S013_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_26_14_52.ano.eswc,9,168,4324.85,66.3719,51.1552,1.10156
01274_P014_T01-S013_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_09_25.ano.eswc,11,87,2981.05,77.2437,56.4041,1.10678
01275_P014_T01-S013_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_09_25.ano.eswc,10,114,3095.42,79.0272,57.3698,1.11354
01277_P014_T01-S013_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_25_09_07.ano.eswc,9,83,2307.95,80.5468,63.7186,1.10798
01286_P010_T01-S011_TP_R0460_LJ-20220607_LJ_stamp_2022_08_26_14_53.ano.eswc,6,80,1609.02,67.9942,56.297,1.06854
01292_P010_T01-S022_TP_R0460_LJ-20220607_LJ_stamp_2022_08_25_09_42.ano.eswc,6,88,2095.8,85.9552,58.8685,1.06787
01295_P015_T03-S013_(X)FG_R0460_LJ-20220629_YXQ_stamp_2022_08_26_14_55.ano.eswc,6,123,2186.24,71.0401,59.8928,1.13344
01298_P015_T03-S013_(X)FG_R0613_LJ-20220629_YXQ_stamp_2022_08_25_09_57.ano.eswc,6,84,2731.07,72.6304,54.7599,1.07677
01299_P015_T03-S013_(X)FG_R0613_LJ-20220629_YXQ_stamp_2022_08_31_14_43.ano.eswc,4,132,3058.99,85.8943,61.5094,1.11942
01300_P015_T03-S013_(X)FG_R0460_LJ-20220629_LJ_stamp_2022_08_25_10_28.ano.eswc,6,67,1900.48,79.2067,60.0196,1.06985
01312_P016_T01-S020_OL_R0460_LJ-20220706_YXQ_stamp_2022_08_29_14_57.ano.eswc,9,45,1246.06,85.9539,65.096,1.06554
01313_P014_T01-S017_MFG_R0460_LJ-20220704_YXQ_stamp_2022_07_20_16_15.ano.eswc,12,87,2450.57,79.081,58.5186,1.07124
01314_P014_T01-S017_MFG_R0460_LJ-20220704_YXQ_stamp_2022_07_20_16_42.ano.eswc,8,88,2567.35,91.0284,61.1176,1.10043
01315_P014_T01-S017_MFG_R0460_LJ-20220704_YXQ_stamp_2022_07_20_17_22.ano.eswc,13,100,3295.65,90.4595,68.7821,1.07323
01316_P014_T01-S017_MFG_R0460_LJ-20220704_YXQ_stamp_2022_07_21_16_31.ano.eswc,12,64,2024.21,85.4613,68.5406,1.08331
01318_P014_T01-S017_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_11_16_37.ano.eswc,13,104,4444.62,82.0817,61.1147,1.13356
01319_P014_T01-S017_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_12_16_57.ano.eswc,11,113,4058.47,82.1912,68.5763,1.09722
01320_P014_T01-S017_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_12_16_57.ano.eswc,11,119,4260.78,83.7703,59.8725,1.09187
01321_P014_T01-S017_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_26_14_57.ano.eswc,6,70,1407.08,80.3529,64.9355,1.03969
01322_P014_T01-S017_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_31_13_42.ano.eswc,9,155,3670.61,76.3822,58.394,1.11556
01329_P014_T01-S032_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_26_14_59.ano.eswc,5,58,1462.96,87.9508,72.1025,1.06057
01331_P014_T01-S033_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_25_09_19.ano.eswc,7,55,1415.58,88.0484,69.6999,1.07904
01332_P014_T01-S033_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_09_19.ano.eswc,9,71,1765.92,86.5646,59.9111,1.10312
01335_P015_T03-S009_(X)FG_R0460_LJ-20220629_LJ_stamp_2022_08_26_15_00.ano.eswc,6,94,1827.12,89.6093,55.9919,1.11141
01339_P014_T01-S014_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_29_10_02.ano.eswc,9,97,3301.87,81.7203,59.1665,1.1069
01340_P014_T01-S014_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_26_15_01.ano.eswc,6,98,2197.11,83.25,61.0842,1.06706
01342_P014_T01-S014_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_26_15_02.ano.eswc,10,122,2764.38,85.3572,59.9072,1.12995
01348_P008_T01-S003_SPL_R0613_LJ-20220621_LJ_stamp_2022_08_29_10_03.ano.eswc,7,73,2236.96,83.1426,64.8564,1.1067
01350_P014_T01-S010_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_29_10_04.ano.eswc,9,89,2749.51,80.3604,57.313,1.11167
01351_P014_T01-S010_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_25_09_19.ano.eswc,10,150,4918.07,83.6648,61.655,1.11143
01352_P014_T01-S010_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_25_09_20.ano.eswc,9,97,3030.53,77.853,54.3575,1.10642
01353_P014_T01-S010_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_25_09_20.ano.eswc,11,121,3453.17,78.3759,57.6674,1.13126
01356_P014_T01-S010_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_26_15_04.ano.eswc,9,83,3156.21,89.6002,69.6149,1.10093
01357_P014_T01-S010_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_29_10_05.ano.eswc,10,110,3106.97,61.1632,58.5229,1.05747
01359_P014_T01-S010_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_31_14_45.ano.eswc,8,104,2086.39,84.913,63.5871,1.08687
01360_P014_T01-S010_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_29_16_54.ano.eswc,11,111,2819.17,83.8855,58.218,1.09153
01361_P014_T01-S010_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_25_09_20.ano.eswc,11,105,4029.91,73.2799,59.7404,1.13336
01362_P014_T01-S010_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_25_09_20.ano.eswc,9,105,3872.65,81.8068,59.2967,1.12048
01364_P014_T01-S010_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_09_20.ano.eswc,8,97,4088.1,83.1169,60.0568,1.08267
01365_P014_T01-S010_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_09_21.ano.eswc,9,84,2771.07,87.9767,57.3859,1.08925
01367_P014_T01-S010_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_31_14_57.ano.eswc,10,104,3056.13,75.4275,56.3069,1.06526
01370_P014_T01-S010_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_26_10_17.ano.eswc,6,108,3602.27,76.8531,56.536,1.12007
01375_P014_T01-S006_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_26_15_06.ano.eswc,6,56,1337.6,83.471,64.9276,1.11022
01376_P014_T01-S006_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_26_10_15.ano.eswc,7,89,2148.62,81.716,64.8702,1.05588
01377_P014_T01-S006_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_26_10_14.ano.eswc,12,101,3140.77,82.9811,62.3011,1.12317
01378_P014_T01-S006_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_09_42.ano.eswc,11,92,2959.57,78.2009,58.9679,1.11967
