Name,BrainRgn,Age,Sex,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension
01225_P010_T01-S015_TP_R0460_LJ-20220607_LJ_stamp_2022_08_25_09_23.ano.eswc,TP,41,M,1618,12.5664,9,38,84,47,179.86,185.84,80,1.99876,2295.79,14424.9,7212.45,134.263,154.96,6,0.906365,18.25,1,83.8062,59.2813,1.0752
01226_P010_T01-S015_TP_R0460_LJ-20220607_LJ_stamp_2022_08_25_09_24.ano.eswc,TP,41,M,1966,12.5664,9,44,95,52,223.56,210.169,91,1.99898,2816.96,17699.5,8849.73,145.355,179.547,7,0.913691,19.6842,1,84.0876,57.0283,1.07676
01228_P014_T01-S028_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_25_09_24.ano.eswc,MFG,34,M,1770,12.5664,11,39,89,51,288.11,293.014,91,1.99887,3187.76,20029.3,10014.6,169.127,199.101,6,0.90899,18.8764,1,83.153,60.9855,1.11695
01229_P014_T01-S028_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_26_17_46.ano.eswc,MFG,34,M,2045,12.5664,12,45,101,57,266.042,234.166,87,1.99902,3698.85,23240.6,11620.3,179.943,213.75,16,0.915527,19.2376,1,79.3208,62.6697,1.15288
01232_P014_T01-S028_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_26_14_36.ano.eswc,MFG,34,M,852,12.5664,6,38,81,44,203.516,303.435,70.875,1.99765,2360.51,14831.5,7415.77,184.552,203.906,9,0.926414,9.50617,1,78.8078,63.4153,1.10832
01234_P014_T01-S028_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_26_18_18.ano.eswc,MFG,34,M,1556,12.5664,9,45,97,53,248.878,242.748,106,1.99871,2719.98,17090.2,8545.08,171.381,205.363,8,0.908377,15.0309,1,78.9971,58.0041,1.12077
01238_P014_T01-S028_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_26_20_40.ano.eswc,MFG,34,M,1562,12.5664,5,38,79,42,214.82,220.34,75,1.99872,2160.27,13573.4,6786.69,149.752,171.256,8,0.915633,18.7595,1,79.8908,55.5269,1.16642
01244_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_14_46.ano.eswc,TP,41,M,1520,12.5664,7,31,67,37,232.147,232.76,141,1.99868,2159.55,13568.9,6784.43,170.969,222.95,9,0.917105,21.6716,1,80.6582,58.2557,1.0801
01246_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_21_24.ano.eswc,TP,41,M,1691,12.5664,8,40,86,47,198.26,230.46,116,1.99882,2393.83,15040.9,7520.43,144.849,178.988,7,0.91888,18.6512,1,74.8444,62.5552,1.09414
01247_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_21_46.ano.eswc,TP,41,M,1552,12.5664,8,35,76,42,225.86,224.48,136,1.99871,2157.11,13553.5,6776.75,175.722,208.387,7,0.905377,19.4079,1,77.3278,56.7806,1.10435
01248_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_14_38.ano.eswc,TP,41,M,812,12.5664,5,35,75,41,195.96,181.24,122.813,1.99754,1720.66,10811.2,5405.61,144.434,176.221,7,0.920957,9.81333,1,77.3825,59.5915,1.07653
01250_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_25_09_24.ano.eswc,TP,41,M,2079,12.5664,10,34,76,43,233.22,223.56,142,1.99904,3018.43,18965.3,9482.67,161.594,185.852,8,0.918905,26.3421,1,86.4342,60.7445,1.10129
01251_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_14_40.ano.eswc,TP,41,M,1332,12.5664,6,43,91,49,205.62,225.86,118,1.9985,2140.35,13448.2,6724.1,165.453,209.016,9,0.91646,13.6264,1,69.0622,56.9629,1.04568
01253_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_25_09_24.ano.eswc,TP,41,M,1756,12.5664,8,34,74,41,211.14,221.26,135,1.99886,2508.31,15760.2,7880.08,153.09,192.272,9,0.919012,22.7162,1,90.4472,68.0416,1.10999
01255_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_22_02.ano.eswc,TP,41,M,1242,12.5664,7,26,57,32,155.48,223.56,106.444,1.99839,1752.77,11013,5506.49,140.244,163.275,6,0.918733,20.7719,1,70.5597,63.3254,1.04811
01256_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_31_14_39.ano.eswc,TP,41,M,1672,12.5664,6,54,113,60,231.38,232.3,142,1.9988,2309.07,14508.3,7254.16,176.007,206.651,8,0.916848,13.7876,1,88.6951,65.4642,1.09844
01257_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_26_14_46.ano.eswc,TP,41,M,1337,12.5664,5,41,85,45,229.08,172.5,119,1.9985,1927.13,12108.5,6054.25,128.373,162.105,8,0.911505,14.7176,1,89.1881,64.0812,1.04883
01260_P010_T01-S016_TP_R0613_LJ-20220607_LJ_stamp_2022_08_26_14_47.ano.eswc,TP,41,M,1700,12.5664,5,57,117,61,297.305,241.522,121,1.99882,3073.07,19308.6,9654.32,171.131,198.522,10,0.931505,13.5214,1,75.6253,54.5397,1.10545
01261_P010_T01-S016_TP_R0460_LJ-20220607_LJ_stamp_2022_08_25_09_24.ano.eswc,TP,41,M,1731,12.5664,9,35,77,43,233.22,222.64,90,1.99884,2406,15117.4,7558.69,142.161,166.564,6,0.918189,21.4675,1,86.449,64.6958,1.1273
01262_P010_T01-S016_TP_R0460_LJ-20220607_LJ_stamp_2022_08_26_14_48.ano.eswc,TP,41,M,1614,12.5664,5,58,121,64,230,232.3,104,1.99876,2506.53,15749,7874.48,153.704,176.715,11,0.922656,12.3306,1,71.2788,55.8957,1.04673
01263_P010_T01-S016_TP_R0460_LJ-20220607_LJ_stamp_2022_08_25_09_25.ano.eswc,TP,41,M,1847,12.5664,11,45,99,55,188.14,224.94,91,1.99892,2569.93,16147.3,8073.67,129.926,150.447,7,0.910455,17.6465,1,84.5462,60.7385,1.07783
01268_P010_T01-S016_TP_R0613_LJ-20220607_LJ_stamp_2022_08_26_14_49.ano.eswc,TP,41,M,1338,12.5664,6,48,102,55,256.847,276.735,155,1.99851,2882.15,18109.1,9054.54,165.129,203.286,8,0.930255,12.1078,1,83.5952,62.295,1.08226
01269_P014_T01-S013_MFG_R0460_LJ-20220704_RJ_stamp_2022_07_21_17_05.ano.eswc,MFG,34,M,1245,12.5664,8,36,78,43,201.02,232.76,69,1.99839,2179.54,13694.5,6847.24,156.872,190.427,8,0.919268,14.9487,1,88.75,66.6477,1.11812
01270_P014_T01-S013_MFG_R0460_LJ-20220704_RJ_stamp_2022_07_21_17_12.ano.eswc,MFG,34,M,1660,12.5664,7,43,91,49,235.06,231.38,73.925,1.9988,2509.12,15765.3,7882.63,172.041,216.295,8,0.915548,17.2308,1,74.933,55.6901,1.10656
01271_P014_T01-S013_MFG_R0613_LJ-20220704_RJ_stamp_2022_08_26_14_51.ano.eswc,MFG,34,M,1476,12.5664,8,51,108,58,236.618,207.807,70,1.99864,2515.71,15806.7,7903.33,155.914,184.926,8,0.91691,12.6574,1,67.7371,58.6206,1.09065
01272_P014_T01-S013_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_26_14_52.ano.eswc,MFG,34,M,2512,12.5664,9,80,168,89,310.178,299.689,101,1.9992,4324.85,27173.8,13586.9,209.723,279.485,7,0.921283,13.9464,1,66.3719,51.1552,1.10156
01274_P014_T01-S013_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_09_25.ano.eswc,MFG,34,M,1710,12.5664,11,39,87,49,280.754,226.81,80,1.99883,2981.05,18730.5,9365.25,179.833,207.056,7,0.915174,18.6437,1,77.2437,56.4041,1.10678
01275_P014_T01-S013_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_09_25.ano.eswc,MFG,34,M,1715,12.5664,10,53,114,62,277.689,234.779,77,1.99883,3095.42,19449.1,9724.55,170.252,240.415,11,0.927083,14.0351,1,79.0272,57.3698,1.11354
01277_P014_T01-S013_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_25_09_07.ano.eswc,MFG,34,M,1571,12.5664,9,38,83,46,234.14,210.68,75,1.99873,2307.95,14501.3,7250.65,142.979,191.101,9,0.916473,17.9157,1,80.5468,63.7186,1.10798
01286_P010_T01-S011_TP_R0460_LJ-20220607_LJ_stamp_2022_08_26_14_53.ano.eswc,TP,41,M,863,12.5664,6,38,80,43,142.14,166.98,91,1.99768,1609.02,10109.8,5054.89,105.171,127.739,8,0.913254,9.775,1,67.9942,56.297,1.06854
01292_P010_T01-S022_TP_R0460_LJ-20220607_LJ_stamp_2022_08_25_09_42.ano.eswc,TP,41,M,1552,12.5664,6,42,88,47,212.06,186.3,87,1.99871,2095.8,13168.3,6584.14,126.285,138.364,7,0.907803,16.625,1,85.9552,58.8685,1.06787
01295_P015_T03-S013_(X)FG_R0460_LJ-20220629_YXQ_stamp_2022_08_26_14_55.ano.eswc,SMIFG,65,F,1231,12.5664,6,57,123,67,212.98,191.156,103,1.99838,2186.24,13736.5,6868.27,128.333,188.638,9,0.917607,9,1,71.0401,59.8928,1.13344
01298_P015_T03-S013_(X)FG_R0613_LJ-20220629_YXQ_stamp_2022_08_25_09_57.ano.eswc,SMIFG,65,F,1550,12.5664,6,40,84,45,288.723,209.033,92,1.99871,2731.07,17159.8,8579.92,176.224,207.963,9,0.919702,17.4405,1,72.6304,54.7599,1.07677
01299_P015_T03-S013_(X)FG_R0613_LJ-20220629_YXQ_stamp_2022_08_31_14_43.ano.eswc,SMIFG,65,F,1742,12.5664,4,65,132,68,274.624,274.624,89,1.99885,3058.99,19220.2,9610.1,176.507,220.02,13,0.923595,12.1894,1,85.8943,61.5094,1.11942
01300_P015_T03-S013_(X)FG_R0460_LJ-20220629_LJ_stamp_2022_08_25_10_28.ano.eswc,SMIFG,65,F,1298,12.5664,6,31,67,37,197.34,193.2,82.889,1.99846,1900.48,11941.1,5970.53,125.203,153.432,7,0.907496,18.3582,1,79.2067,60.0196,1.06985
01312_P016_T01-S020_OL_R0460_LJ-20220706_YXQ_stamp_2022_08_29_14_57.ano.eswc,PL,55,M,849,12.5664,9,19,45,27,166.52,128.34,77,1.99764,1246.06,7829.23,3914.61,95.8451,123.67,5,0.897592,17.8444,1,85.9539,65.096,1.06554
01313_P014_T01-S017_MFG_R0460_LJ-20220704_YXQ_stamp_2022_07_20_16_15.ano.eswc,MFG,34,M,1482,12.5664,12,38,87,50,227.7,181.7,81,1.99865,2450.57,15397.4,7698.69,130.901,154.633,6,0.904795,16.023,1,79.081,58.5186,1.07124
01314_P014_T01-S017_MFG_R0460_LJ-20220704_YXQ_stamp_2022_07_20_16_42.ano.eswc,MFG,34,M,1773,12.5664,8,41,88,48,211.14,199.64,93,1.99887,2567.35,16131.1,8065.56,138.669,159.213,9,0.91195,19.1364,1,91.0284,61.1176,1.10043
01315_P014_T01-S017_MFG_R0460_LJ-20220704_YXQ_stamp_2022_07_20_17_22.ano.eswc,MFG,34,M,2001,12.5664,13,44,100,57,221.26,231.84,109,1.999,3295.65,20707.2,10353.6,147.138,181.397,11,0.903736,19,1,90.4595,68.7821,1.07323
01316_P014_T01-S017_MFG_R0460_LJ-20220704_YXQ_stamp_2022_07_21_16_31.ano.eswc,MFG,34,M,1154,12.5664,12,27,64,38,229.08,188.6,86,1.99827,2024.21,12718.5,6359.23,126.733,161.736,11,0.902649,17.0156,1,85.4613,68.5406,1.08331
01318_P014_T01-S017_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_11_16_37.ano.eswc,MFG,34,M,2502,12.5664,13,46,104,59,275.85,296.692,121,1.9992,4444.62,27926.3,13963.2,197.814,261.191,9,0.92026,23.0481,1,82.0817,61.1147,1.13356
01319_P014_T01-S017_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_12_16_57.ano.eswc,MFG,34,M,2272,12.5664,11,52,113,62,299.076,310.791,128,1.99912,4058.47,25500.1,12750.1,227.115,254.096,13,0.924761,19.0973,1,82.1912,68.5763,1.09722
01320_P014_T01-S017_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_12_16_57.ano.eswc,MFG,34,M,2448,12.5664,11,55,119,65,312.017,309.565,109,1.99918,4260.78,26771.3,13385.6,190.084,237.207,10,0.915169,19.563,1,83.7703,59.8725,1.09187
01321_P014_T01-S017_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_26_14_57.ano.eswc,MFG,34,M,843,12.5664,6,33,70,38,179.4,196.88,86.88,1.99763,1407.08,8840.93,4420.46,108.319,145.747,7,0.90656,11.0286,1,80.3529,64.9355,1.03969
01322_P014_T01-S017_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_31_13_42.ano.eswc,MFG,34,M,2128,12.5664,9,74,155,82,277.076,247.039,126,1.99906,3670.61,23063.1,11531.6,177.813,226.42,9,0.923153,12.7226,1,76.3822,58.394,1.11556
01329_P014_T01-S032_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_26_14_59.ano.eswc,MFG,34,M,843,12.5664,5,27,58,32,155.94,226.78,77,1.99763,1462.96,9192.07,4596.03,123.872,157.949,9,0.911985,13.5172,1,87.9508,72.1025,1.06057
01331_P014_T01-S033_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_25_09_19.ano.eswc,MFG,34,M,988,12.5664,7,25,55,31,178.02,156.4,59,1.99798,1415.58,8894.35,4447.17,112.785,143.814,5,0.907152,16.9455,1,88.0484,69.6999,1.07904
01332_P014_T01-S033_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_09_19.ano.eswc,MFG,34,M,948,12.5664,9,32,71,40,277.076,193.708,96,1.99789,1765.92,11095.6,5547.79,170.914,200.532,11,0.930901,12.338,1,86.5646,59.9111,1.10312
01335_P015_T03-S009_(X)FG_R0460_LJ-20220629_LJ_stamp_2022_08_26_15_00.ano.eswc,SMIFG,65,F,1266,12.5664,6,45,94,50,153.18,176.18,69,1.99842,1827.12,11480.1,5740.06,106.454,117.31,8,0.917771,12.4574,1,89.6093,55.9919,1.11141
01339_P014_T01-S014_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_29_10_02.ano.eswc,MFG,34,M,1903,12.5664,9,45,97,53,255.621,271.559,101,1.99895,3301.87,20746.3,10373.1,181.78,219.252,9,0.912452,18.6082,1,81.7203,59.1665,1.1069
01340_P014_T01-S014_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_26_15_01.ano.eswc,MFG,34,M,1222,12.5664,6,47,98,52,189.417,217.002,83,1.99836,2197.11,13804.8,6902.42,165.686,193.129,8,0.91278,11.4592,1,83.25,61.0842,1.06706
01342_P014_T01-S014_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_26_15_02.ano.eswc,MFG,34,M,1882,12.5664,10,57,122,66,221.72,205.16,77,1.99894,2764.38,17369.1,8684.55,158.69,216.029,10,0.906584,14.418,1,85.3572,59.9072,1.12995
01348_P008_T01-S003_SPL_R0613_LJ-20220621_LJ_stamp_2022_08_29_10_03.ano.eswc,PL,47,F,1250,12.5664,7,34,73,40,178.996,239.07,79.889,1.9984,2236.96,14055.3,7027.63,126.831,153.95,6,0.919772,16.1096,1,83.1426,64.8564,1.1067
01350_P014_T01-S010_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_29_10_04.ano.eswc,MFG,34,M,1882,12.5664,9,41,89,49,232.76,208.993,81,1.99894,2749.51,17275.7,8637.83,153.427,181.618,11,0.904654,20.1348,1,80.3604,57.313,1.11167
01351_P014_T01-S010_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_25_09_19.ano.eswc,MFG,34,M,2928,12.5664,10,71,150,80,308.339,289.336,137,1.99932,4918.07,30901.2,15450.6,191.123,234.214,12,0.919609,18.5133,1,83.6648,61.655,1.11143
01352_P014_T01-S010_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_25_09_20.ano.eswc,MFG,34,M,2191,12.5664,9,45,97,53,233.22,215.28,141,1.99909,3030.53,19041.4,9520.69,142.496,225.852,7,0.905133,21.5773,1,77.853,54.3575,1.10642
01353_P014_T01-S010_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_25_09_20.ano.eswc,MFG,34,M,1969,12.5664,11,56,121,66,307.113,201.677,105,1.99898,3453.17,21696.9,10848.4,154.502,179.845,8,0.917933,15.2645,1,78.3759,57.6674,1.13126
01356_P014_T01-S010_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_26_15_04.ano.eswc,MFG,34,M,1392,12.5664,9,38,83,46,311.404,283.206,100,1.99856,3156.21,19831.1,9915.53,215.601,265.86,14,0.920509,15.759,1,89.6002,69.6149,1.10093
01357_P014_T01-S010_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_29_10_05.ano.eswc,MFG,34,M,1942,12.5664,10,51,110,60,222.519,178.996,104,1.99897,3106.97,19521.7,9760.84,130.09,173.706,7,0.920775,16.6455,1,61.1632,58.5229,1.05747
01359_P014_T01-S010_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_31_14_45.ano.eswc,MFG,34,M,1350,12.5664,8,49,104,56,159.62,168.82,90.945,1.99852,2086.39,13109.2,6554.59,115.54,153.82,8,0.901759,11.9712,1,84.913,63.5871,1.08687
01360_P014_T01-S010_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_29_16_54.ano.eswc,MFG,34,M,1927,12.5664,11,51,111,61,227.7,213.44,112,1.99896,2819.17,17713.4,8856.7,137.636,162.69,6,0.910021,16.3514,1,83.8855,58.218,1.09153
01361_P014_T01-S010_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_25_09_20.ano.eswc,MFG,34,M,2331,12.5664,11,48,105,58,309.565,251.943,108,1.99914,4029.91,25320.7,12660.4,170.246,204.907,7,0.919701,21.1905,1,73.2799,59.7404,1.13336
01362_P014_T01-S010_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_25_09_20.ano.eswc,MFG,34,M,2268,12.5664,9,49,105,57,307.726,193.708,125,1.99912,3872.65,24332.6,12166.3,181.157,208.153,8,0.910909,20.5905,1,81.8068,59.2967,1.12048
01364_P014_T01-S010_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_09_20.ano.eswc,MFG,34,M,2370,12.5664,8,45,97,53,310.791,254.395,124,1.99916,4088.1,25686.3,12843.1,183.334,229.299,7,0.909155,23.4227,1,83.1169,60.0568,1.08267
01365_P014_T01-S010_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_09_21.ano.eswc,MFG,34,M,1601,12.5664,9,38,84,47,300.37,188.804,111,1.99875,2771.07,17411.1,8705.56,170.563,190.837,7,0.920373,18.0476,1,87.9767,57.3859,1.08925
01367_P014_T01-S010_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_31_14_57.ano.eswc,MFG,34,M,2213,12.5664,10,48,104,57,219.88,199.18,104,1.9991,3056.13,19202.2,9601.11,123.03,142.926,7,0.909916,20.2692,1,75.4275,56.3069,1.06526
01370_P014_T01-S010_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_26_10_17.ano.eswc,MFG,34,M,2064,12.5664,6,52,108,57,302.822,250.717,102,1.99903,3602.27,22633.7,11316.9,183.817,233.289,8,0.918841,18.1019,1,76.8531,56.536,1.12007
01375_P014_T01-S006_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_26_15_06.ano.eswc,MFG,34,M,607,12.5664,6,26,56,31,291.788,125.665,72,1.99671,1337.6,8404.4,4202.2,151.363,163.564,7,0.922175,9.82143,1,83.471,64.9276,1.11022
01376_P014_T01-S006_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_26_10_15.ano.eswc,MFG,34,M,1570,12.5664,7,42,89,48,207,161.307,91,1.99873,2148.62,13500.2,6750.09,137.429,177.514,8,0.902475,16.6292,1,81.716,64.8702,1.05588
01377_P014_T01-S006_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_26_10_14.ano.eswc,MFG,34,M,1809,12.5664,12,45,101,57,258.686,294.853,88.96,1.99889,3140.77,19734.1,9867.03,169.505,192.017,7,0.919967,16.901,1,82.9811,62.3011,1.12317
01378_P014_T01-S006_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_09_42.ano.eswc,MFG,34,M,1751,12.5664,11,41,92,52,246.426,226.81,95,1.99886,2959.57,18595.5,9297.75,176.928,210.863,9,0.910166,18.0217,1,78.2009,58.9679,1.11967
01382_P014_T01-S006_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_25_10_32.ano.eswc,MFG,34,M,2294,12.5664,10,45,98,54,234.6,223.049,97,1.99913,3400,21362.9,10681.4,132.47,188.29,8,0.90037,22.398,1,75.6496,58.2152,1.08437
01384_P014_T01-S005_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_30_16_17.ano.eswc,MFG,34,M,1679,12.5664,12,28,66,39,246.358,292.888,87,1.99881,2947.66,18520.7,9260.36,201.697,235.868,5,0.892004,24.4242,1,81.919,56.5078,1.13919
01387_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_25_15_28.ano.eswc,MFG,34,M,1689,12.5664,8,40,86,47,218.96,174.8,83,1.99882,2413.08,15161.8,7580.92,132.321,149.421,11,0.910185,18.6279,1,79.8482,63.5522,1.08738
01394_P014_T01-S005_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_16_52.ano.eswc,MFG,34,M,2102,12.5664,10,59,126,68,246.215,255.621,110,1.99905,3593.38,22577.9,11288.9,190.114,232.764,12,0.910148,15.6746,1,80.3332,58.6645,1.12387
01395_P014_T01-S005_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_26_15_07.ano.eswc,MFG,34,M,1002,12.5664,5,40,83,44,176.544,210.259,96,1.998,2070.16,13007.2,6503.6,134.189,161.904,8,0.927256,11.0602,1,78.1291,61.3508,1.05065
01396_P014_T01-S005_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_29_16_55.ano.eswc,MFG,34,M,1540,12.5664,7,37,79,43,187.22,217.12,100,1.9987,2144.05,13471.5,6735.73,131.581,163.701,8,0.898393,18.481,1,80.7674,62.7024,1.0377
01397_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_26_15_08.ano.eswc,MFG,34,M,1144,12.5664,7,41,88,48,204.7,191.36,98.95,1.99825,2030.74,12759.5,6379.76,140.376,193.389,6,0.909529,11.9886,1,87.6531,68.3979,1.06131
01398_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_31_14_47.ano.eswc,MFG,34,M,898,12.5664,6,26,56,31,193.66,233.68,115,1.99777,1475.78,9272.62,4636.31,130.533,171.242,7,0.901525,15.0179,1,77.9079,64.7176,1.05087
01399_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_29_16_56.ano.eswc,MFG,34,M,1265,12.5664,6,32,68,37,186.3,195.04,100,1.99842,1782.73,11201.2,5600.6,114.972,147.157,8,0.900575,17.5882,1,77.937,60.2575,1.05405
01400_P014_T01-S005_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_29_16_56.ano.eswc,MFG,34,M,2969,12.5664,14,66,145,80,269.72,299.757,134,1.99933,4883.68,30685,15342.5,175.735,212.547,12,0.907799,19.469,1,78.3133,56.5967,1.13911
01402_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_26_15_10.ano.eswc,MFG,34,M,1281,12.5664,5,47,97,51,207.92,212.98,97,1.99844,2278.14,14314,7156.99,146.308,166.766,9,0.905802,12.1959,1,90.8776,58.7739,1.06947
01404_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_26_15_58.ano.eswc,MFG,34,M,942,12.5664,7,33,71,39,181.7,132.48,84,1.99788,1366.14,8583.71,4291.85,112.442,132.74,6,0.915143,12.2535,1,76.3792,61.353,1.06745
01405_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_30_16_16.ano.eswc,MFG,34,M,1142,12.5664,11,27,63,37,135.7,205.416,102.889,1.99825,1698.94,10674.7,5337.37,111.94,128.462,6,0.901594,17.1111,1,89.4735,57.3032,1.06021
01406_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_29_16_57.ano.eswc,MFG,34,M,1260,12.5664,10,36,80,45,157.78,171.58,118,1.99841,1780.64,11188.1,5594.05,127.567,146.88,7,0.902026,14.7375,1,81.7645,57.0537,1.08106
01407_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_26_16_29.ano.eswc,MFG,34,M,1521,12.5664,6,55,114,60,167.9,183.08,128,1.99869,2028.08,12742.8,6371.41,121.431,149.977,8,0.907277,12.3333,1,91.3181,61.9889,1.07593
01409_P014_T01-S037_MFG_R0460_LJ-20220704_RJ_stamp_2022_08_26_16_54.ano.eswc,MFG,34,M,1131,12.5664,5,31,67,37,148.58,189.52,66,1.99823,1748.01,10983.1,5491.53,139.662,189.452,7,0.904982,15.8657,1,79.5224,62.0298,1.11629
01421_P014_T01-S015_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_26_17_15.ano.eswc,MFG,34,M,1159,12.5664,6,43,90,48,224.02,183.08,94,1.99827,1878.41,11802.4,5901.19,136.83,164.698,11,0.914192,11.8667,1,84.9003,65.3982,1.06574
01427_P014_T01-S015_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_31_13_50.ano.eswc,MFG,34,M,890,12.5664,6,32,68,37,222.18,193.66,85,1.99775,1571.89,9876.48,4938.24,129.889,156.949,9,0.923194,12.0735,1,68.7709,58.6254,1.03914
01432_P017_T01-S014_IFG_R0460_LJ-20220714_YXQ_stamp_2022_08_31_13_54.ano.eswc,MFG,71,M,1390,12.5664,8,41,88,48,183.54,189.98,72,1.99856,2070.94,13012.1,6506.05,114.929,131.342,5,0.911872,14.7841,1,78.64,57.4487,1.0796
01435_P014_T01-S011_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_31_13_59.ano.eswc,MFG,34,M,1886,12.5664,8,65,136,72,267.881,246.835,121,1.99894,3639.72,22869,11434.5,162.348,211.08,10,0.915446,12.8603,1,85.601,58.4254,1.11094
01437_P014_T01-S011_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_31_14_57.ano.eswc,MFG,34,M,1795,12.5664,8,60,126,67,259.912,298.531,89,1.99889,3324.11,20886,10443,189.321,210.879,10,0.921365,13.2381,1,75.7794,57.187,1.10594
01438_P014_T01-S011_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_31_14_04.ano.eswc,MFG,34,M,2654,12.5664,6,70,144,75,303.435,292.401,108,1.99925,4607.2,28947.9,14473.9,188.111,218.735,9,0.914811,17.4236,1,80.1266,59.3462,1.13841
01441_P014_T01-S011_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_27_16_44.ano.eswc,MFG,34,M,1263,12.5664,6,36,76,41,312.63,251.33,92.222,1.99842,2564.12,16110.8,8055.41,214.447,266.002,10,0.906648,15.6053,1,85.3353,64.2578,1.1173
01443_P014_T01-S011_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_27_17_11.ano.eswc,MFG,34,M,1086,12.5664,7,33,71,39,297.305,223.745,96,1.99816,2261.08,14206.8,7103.4,171.169,200.686,7,0.918007,14.2817,1,85.434,65.1224,1.06852
