Name,BrainRgn,Age,Sex,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension
00613_P006_T01-S005_STG_R0509_LJ-20220530_XJ_stamp_2022_08_05_14_38.ano.eswc,STG,63,M,1910,12.5664,5,52,108,57,255.518,257.554,106,1.99895,2927.24,18392.4,9196.19,170.973,204.496,7,0.906547,16.6759,1,73.9114,56.7698,1.09705
00614_P006_T01-S005_STG_R0509_LJ-20220530_XJ_stamp_2022_08_05_15_39.ano.eswc,STG,63,M,1901,12.5664,7,43,91,49,227.136,250.152,77,1.99895,2998.08,18837.5,9418.75,151.206,192.428,7,0.904703,19.8791,1,79.5927,61.2164,1.11431
00621_P006_T01-S004_STG_R0509_LJ-20220530_XJ_stamp_2022_08_09_09_49.ano.eswc,STG,63,M,1629,12.5664,5,32,68,37,253.991,240.757,97,1.99877,2312.62,14530.6,7265.31,173.901,203.543,7,0.906362,22.9412,1,76.7816,61.0116,1.0731
00622_P006_T01-S004_STG_R0678_LJ-20220530_XJ_stamp_2022_08_05_16_37.ano.eswc,STG,63,M,1935,12.5664,13,38,87,50,231.198,266.454,116,1.99897,3706.8,23290.5,11645.3,142.526,167.978,6,0.920765,21.2299,1,75.5117,51.696,1.13013
00623_P006_T01-S004_STG_R0509_LJ-20220530_XJ_stamp_2022_08_17_10_05.ano.eswc,STG,63,M,1297,12.5664,5,27,57,31,214.289,244.32,91,1.99846,1922.44,12079.1,6039.53,143.171,160.315,7,0.905086,21.7368,1,84.3786,56.4609,1.09295
00625_P006_T01-S004_STG_R0509_LJ-20220530_XJ_stamp_2022_08_05_17_18.ano.eswc,STG,63,M,2238,12.5664,9,50,108,59,245.338,236.798,97,1.99911,3373.66,21197.4,10598.7,136.334,155.741,6,0.907994,19.713,1,81.5978,56.4001,1.1384
00626_P006_T01-S004_STG_R0509_LJ-20220530_XJ_stamp_2022_08_05_17_19.ano.eswc,STG,63,M,2183,12.5664,8,39,84,46,255.009,257.554,129,1.99908,3326.81,20903,10451.5,188.107,224.511,7,0.903208,24.9762,1,80.199,55.2603,1.10238
00627_P006_T01-S004_STG_R0678_LJ-20220530_XJ_stamp_2022_08_05_17_19.ano.eswc,STG,63,M,2408,12.5664,9,57,122,66,275.946,337.644,118,1.99917,4400.07,27646.5,13823.2,187.293,227.649,7,0.912405,18.7295,1,76.5869,56.8588,1.10042
00628_P006_T01-S004_STG_R0678_LJ-20220530_XJ_stamp_2022_08_05_17_20.ano.eswc,STG,63,M,2356,12.5664,8,54,115,62,262.386,322.728,79,1.99915,4297.71,27003.3,13501.7,172.094,200.95,8,0.913249,19.4783,1,72.9501,51.3371,1.12932
00629_P006_T01-S004_STG_R0678_LJ-20220530_XJ_stamp_2022_08_05_17_20.ano.eswc,STG,63,M,2228,12.5664,9,51,109,59,288.15,326.796,127,1.9991,4035.49,25355.7,12677.9,184.271,220.434,7,0.903676,19.4312,1,72.5488,58.1829,1.09741
00630_P006_T01-S004_STG_R0678_LJ-20220530_XJ_stamp_2022_08_05_17_21.ano.eswc,STG,63,M,2512,12.5664,8,55,117,63,320.694,331.542,108,1.9992,4484.39,28176.2,14088.1,178.58,209.334,8,0.901144,20.4615,1,94.037,60.4253,1.095
00631_P006_T01-S004_STG_R0678_LJ-20220530_XJ_stamp_2022_08_05_17_21.ano.eswc,STG,63,M,2159,12.5664,7,46,97,52,277.302,314.592,104,1.99907,3871.72,24326.8,12163.4,191.265,228.22,7,0.908084,21.2474,1,80.7515,58.8468,1.10496
00632_P006_T01-S004_STG_R0678_LJ-20220530_XJ_stamp_2022_08_31_14_35.ano.eswc,STG,63,M,3712,12.5664,12,80,170,91,345.102,324.762,117,1.99946,6635.83,41694.2,20847.1,219.548,279.204,8,0.909028,20.8294,1,80.1868,55.4216,1.12356
00633_P006_T01-S004_STG_R0678_LJ-20220530_XJ_stamp_2022_08_08_16_42.ano.eswc,STG,63,M,2312,12.5664,6,57,119,63,303.744,269.844,110,1.99913,4065.4,25543.7,12771.8,214.303,252.943,6,0.90579,18.4202,1,87.5027,59.554,1.10471
00634_P006_T01-S004_STG_R0678_LJ-20220530_LJ_stamp_2022_08_08_16_42.ano.eswc,STG,63,M,2720,12.5664,14,56,124,69,267.81,312.558,106,1.99926,4992.77,31370.5,15685.3,198.864,222.423,8,0.907388,20.9274,1,77.1003,51.6345,1.13539
00635_P006_T01-S004_STG_R0509_LJ-20220530_LJ_stamp_2022_08_08_16_43.ano.eswc,STG,63,M,2127,12.5664,8,43,92,50,257.554,245.847,103,1.99906,3161.46,19864,9932.02,157.916,192.405,7,0.896344,22.1087,1,78.7264,56.6698,1.11495
00636_P006_T01-S004_STG_R0509_LJ-20220530_LJ_stamp_2022_08_09_16_33.ano.eswc,STG,63,M,1746,12.5664,7,37,79,43,202.073,215.816,87,1.99885,2577.94,16197.7,8098.83,138.697,158.009,6,0.904383,21.0886,1,81.5198,64.2525,1.11053
00637_P006_T01-S004_STG_R0509_LJ-20220530_LJ_stamp_2022_08_31_15_24.ano.eswc,STG,63,M,1989,12.5664,7,39,83,45,250.937,228.032,94,1.99899,2913.5,18306.1,9153.03,147.216,181.148,7,0.896601,22.9518,1,80.6884,58.2976,1.08529
00638_P006_T01-S004_STG_R0509_LJ-20220530_LJ_stamp_2022_08_09_16_34.ano.eswc,STG,63,M,2802,12.5664,12,56,123,68,252.973,251.446,88,1.99929,4151.39,26083.9,13042,164.992,205.701,9,0.909432,21.7724,1,92.1164,58.8091,1.11535
00639_P006_T01-S004_STG_R0509_LJ-20220530_LJ_stamp_2022_08_08_16_43.ano.eswc,STG,63,M,1227,12.5664,7,32,70,39,173.569,174.587,71,1.99837,1839.56,11558.3,5779.16,105.002,137.903,8,0.899481,16.5143,1,87.738,63.1307,1.08809
00640_P006_T01-S004_STG_R0509_LJ-20220530_LJ_stamp_2022_08_11_17_04.ano.eswc,STG,63,M,2182,12.5664,8,48,102,55,245.847,258.007,87,1.99908,3350.42,21051.3,10525.7,162.862,186.132,7,0.900228,20.3824,1,80.8793,58.2274,1.11921
00641_P006_T01-S004_STG_R0678_LJ-20220530_LJ_stamp_2022_08_15_10_44.ano.eswc,STG,63,M,1534,12.5664,7,52,110,59,302.256,282.726,101,1.9987,4205.64,26424.8,13212.4,180,196.922,8,0.929226,12.9364,1,70.0686,57.0938,1.1099
00643_P006_T01-S004_STG_R0509_LJ-20220530_LJ_stamp_2022_08_15_14_12.ano.eswc,STG,63,M,1553,12.5664,10,30,68,39,198.285,216.325,88.818,1.99871,2449.48,15390.5,7695.27,139.16,173.671,6,0.896027,21.8235,1,85.6606,61.9268,1.06479
00644_P006_T01-S004_STG_R0509_LJ-20220530_LJ_stamp_2022_08_18_09_59.ano.eswc,STG,63,M,976,12.5664,11,27,63,37,198.001,158.299,90,1.99795,1669.17,10487.7,5243.87,124.991,150.751,6,0.911625,14.4762,1,80.0922,58.1943,1.06108
00645_P006_T01-S004_STG_R0678_LJ-20220530_LJ_stamp_2022_08_15_14_13.ano.eswc,STG,63,M,2147,12.5664,11,58,126,69,320.016,339,103,1.99907,5647.51,35484.3,17742.2,206.684,248.589,6,0.919617,16.0317,1,64.7652,49.8313,1.11568
00646_P006_T01-S004_STG_R0509_LJ-20220530_LJ_stamp_2022_08_15_14_14.ano.eswc,STG,63,M,1837,12.5664,15,39,91,53,215.265,253.482,94,1.99891,2931.96,18422.1,9211.04,158.325,188.933,7,0.908024,19.1758,1,67.9156,53.7257,1.12878
00647_P006_T01-S004_STG_R0509_LJ-20220530_LJ_stamp_2022_08_15_15_38.ano.eswc,STG,63,M,2303,12.5664,12,57,124,68,259.59,253.991,107,1.99913,4456.09,27998.4,13999.2,173.776,190.142,8,0.905193,17.5645,1,67.7757,50.7378,1.14243
00648_P006_T01-S004_STG_R0678_LJ-20220530_YXQ_stamp_2022_08_15_17_10.ano.eswc,STG,63,M,1497,12.5664,9,44,95,52,317.907,291.273,103.097,1.99866,3694.53,23213.4,11606.7,179.863,211.756,7,0.923475,14.7474,1,63.3591,51.3463,1.10698
00649_P006_T01-S004_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_30_14_21.ano.eswc,STG,63,M,768,12.5664,6,26,56,31,256.196,252.464,75,1.9974,2048.77,12872.8,6436.42,151.585,167.416,5,0.919769,12.6964,1,68.2971,55.0315,1.06728
00651_P006_T01-S004_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_15_17_11.ano.eswc,STG,63,M,877,12.5664,7,38,81,44,240.248,222.942,96.738,1.99772,2481.01,15588.7,7794.33,133.374,156.598,8,0.924462,9.81481,1,73.7697,63.3656,1.16067
00652_P006_T01-S004_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_18_14_42.ano.eswc,STG,63,M,1209,12.5664,7,29,63,35,237.194,218.87,80.82,1.99835,2365.94,14865.7,7432.83,156.211,184.474,5,0.905687,18.1746,1,82.752,53.702,1.09817
00653_P006_T01-S004_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_16_10_26.ano.eswc,STG,63,M,894,12.5664,11,31,71,41,233.122,245.338,108,1.99776,2691.6,16911.8,8455.91,156.238,200.547,5,0.928585,11.5775,1,81.1206,58.6298,1.13876
00654_P006_T01-S004_STG_R0678_LJ-20220530_YXQ_stamp_2022_08_16_15_26.ano.eswc,STG,63,M,919,12.5664,8,35,76,42,314.592,246.792,89.836,1.99782,2668.6,16767.3,8383.64,174.852,191.814,6,0.930631,11.0789,1,70.5113,58.2543,1.16486
00655_P006_T01-S004_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_26_10_54.ano.eswc,STG,63,M,1182,12.5664,9,29,65,37,253.991,232.613,74.76,1.99831,2661.79,16724.5,8362.27,166.104,202.016,5,0.920469,17.1692,1,61.7374,46.0867,1.13871
00656_P006_T01-S004_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_16_15_27.ano.eswc,STG,63,M,835,12.5664,8,34,74,41,252.351,254.5,98,1.9976,2544.17,15985.5,7992.76,151.582,169.024,6,0.921008,10.2703,1,77.9568,62.7312,1.12892
00657_P006_T01-S004_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_16_15_28.ano.eswc,STG,63,M,1368,12.5664,12,40,90,51,239.23,256.536,105,1.99854,3251.64,20430.7,10215.3,148.531,173.198,6,0.924853,14.1889,1,82.224,53.7162,1.09457
00658_P006_T01-S004_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_30_14_22.ano.eswc,STG,63,M,1328,12.5664,7,27,59,33,196.983,248.901,75,1.99849,2041.45,12826.8,6413.4,150.631,175.45,7,0.899435,21.4915,1,78.5187,64.1711,1.11202
00659_P006_T01-S004_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_16_15_28.ano.eswc,STG,63,M,1390,12.5664,9,43,93,51,243.811,247.883,84,1.99856,3311.56,20807.1,10403.6,158.211,175.216,6,0.91482,13.9355,1,63.1232,53.8237,1.05368
00660_P006_T01-S004_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_16_16_38.ano.eswc,STG,63,M,1610,12.5664,9,42,91,50,249.41,256.562,105,1.99876,2990.59,18790.4,9395.22,148.433,192.609,7,0.909032,16.6813,1,66.1441,57.6143,1.10727
00664_P005_T01-S010_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_04_10_30.ano.eswc,MFG,36,F,1575,12.5664,8,33,72,40,236.685,211.744,94,1.99873,2342.1,14715.9,7357.94,174.473,203.459,7,0.907707,20.8611,1,74.3512,57.7913,1.13523
00665_P005_T01-S010_MFG_R0509_LJ-20220525_XJ_stamp_2022_06_28_15_37.ano.eswc,MFG,36,F,2751,2827.43,10,73,155,83,253.482,253.991,141,2.22349,4541.04,37087.1,63002.6,172.833,212.591,11,0.920889,16.7419,0.968711,74.4668,61.1516,1.13117
00667_P005_T01-S010_MFG_R0509_LJ-20220525_XJ_stamp_2022_06_28_15_26.ano.eswc,MFG,36,F,1037,12868,5,32,67,36,257.95,259.081,124.775,2.59267,2705.08,24894.5,74244.6,179.714,215.723,7,0.933572,14.4627,0.905438,81.8429,67.9257,1.08204
00669_P005_T01-S010_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_05_17_26.ano.eswc,MFG,36,F,2672,12.5664,9,77,161,85,298.32,309.846,144,1.99925,4691.23,29475.9,14737.9,182.284,220.383,10,0.925912,15.5901,1,80.4652,61.6466,1.1146
00670_P005_T01-S010_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_17_10_47.ano.eswc,MFG,36,F,3104,12.5664,8,70,146,77,309.168,288.15,166,1.99936,5368.92,33733.9,16866.9,185.886,235.634,10,0.909193,20.2534,1,79.7297,62.1897,1.0877
00671_P005_T01-S010_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_17_14_09.ano.eswc,MFG,36,F,2389,12.5664,7,52,109,58,232.104,219.379,139,1.99916,3478.34,21855,10927.5,159.598,189.064,7,0.902801,20.9083,1,83.1197,67.1542,1.06393
00674_P005_T01-S010_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_17_14_10.ano.eswc,MFG,36,F,992,12.5664,9,32,71,40,236.967,172.551,101.84,1.99798,2241.95,14086.6,7043.3,132.88,165.248,5,0.913452,12.9577,1,74.3023,62.6143,1.05908
00675_P005_T01-S010_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_08_10_27.ano.eswc,MFG,36,F,1891,12.5664,10,48,104,57,257.045,228.032,105,1.99894,2846.38,17884.3,8942.16,174.02,202.103,8,0.904348,17.1731,1,84.5349,63.4414,1.09829
00676_P005_T01-S010_MFG_R0509_LJ-20220525_XJ_stamp_2022_06_28_15_56.ano.eswc,MFG,36,F,1024,12868,9,33,73,41,259.081,257.101,145,3.5364,2825.51,37690.7,176158,193.437,229.319,7,0.936876,13.0137,0.996287,74.9266,60.0536,1.09975
00677_P005_T01-S010_MFG_R0678_LJ-20220525_XJ_stamp_2022_06_28_16_43.ano.eswc,MFG,36,F,1887,5026.55,11,59,127,69,309.168,345.78,159,2.53574,6268.12,54187.4,97889.1,203.414,239.531,12,0.943162,13.8504,0.987475,66.1191,52.7786,1.1346
00678_P005_T01-S010_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_08_14_07.ano.eswc,MFG,36,F,1924,12.5664,7,49,103,55,218.361,207.672,119,1.99896,2811.37,17664.4,8832.18,157.774,205.248,10,0.898257,17.6699,1,76.4225,67.6717,1.06358
00679_P005_T01-S010_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_08_14_38.ano.eswc,MFG,36,F,1766,12.5664,6,40,84,45,258.007,256.027,123,1.99887,2773.75,17428,8714,145.936,206.729,8,0.915511,20.0119,1,88.9541,69.465,1.0621
00680_P005_T01-S010_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_08_15_33.ano.eswc,MFG,36,F,1930,12.5664,8,52,110,59,256.027,218.361,112,1.99896,2967.11,18642.9,9321.44,145.565,173.628,10,0.910521,16.5364,1,74.5411,61.895,1.12364
00689_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_07_06_17_18.ano.eswc,MTG,35,F,1108,7853.98,10,34,77,44,202.582,223.96,116,2.98338,2086.19,33503,162747,130.897,160.903,7,0.910072,13.3766,0.884593,76.9878,66.0738,1.06097
00691_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_07_20_15_45.ano.eswc,MTG,35,F,1690,12868,8,42,90,49,235.498,224.469,104,2.54601,2683.13,30742.9,129936,160.541,179.717,8,0.901567,17.7667,0.996401,79.517,65.6066,1.1494
00692_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_07_06_17_19.ano.eswc,MTG,35,F,1556,19113.4,11,35,79,45,220.906,260.099,115,2.99741,2752.77,39473.1,231374,158.705,204.836,6,0.91021,18.6835,0.940837,68.7539,56.604,1.11468
00694_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_07_06_17_19.ano.eswc,MTG,35,F,1711,11309.7,11,49,107,59,228.032,258.063,97,2.91902,3091.24,43400.2,219007,159.661,184.645,7,0.9261,14.9813,0.867293,74.208,58.1095,1.13754
00700_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_07_06_17_20.ano.eswc,MTG,35,F,1630,13684.8,13,36,83,48,242.793,240.108,101,2.81528,2800.24,41234.1,215903,163.653,179.391,6,0.899556,18.6265,0.826497,86.4096,55.4178,1.1231
00702_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_07_20_16_32.ano.eswc,MTG,35,F,1298,12.5664,8,32,70,39,244.32,168.932,110,1.99846,1984.56,12469.4,6234.69,132.437,146.353,8,0.906017,17.5286,1,69.7976,52.3621,1.07522
00703_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_08_31_14_00.ano.eswc,MTG,35,F,954,12.5664,10,21,50,30,230.068,167.97,94,2.29167,1731.55,18020.4,42792.3,128.9,170.994,5,0.918628,18.06,2.15554,74.9655,57.984,1.08197
00704_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_07_20_16_55.ano.eswc,MTG,35,F,1558,12.5664,11,34,77,44,208.69,181.713,134,1.99872,2457.93,15443.6,7721.81,116.417,180.341,6,0.896685,19.2208,1,84.9453,69.184,1.07882
00705_P007_T01-S001_MTG_R0678_LJ-20220530_LJ_stamp_2022_07_22_17_21.ano.eswc,MTG,35,F,1786,10568.3,8,45,96,52,320.694,266.454,127,2.68078,3677.42,42423,170121,204.791,232.405,8,0.910466,17.5938,0.888117,73.1256,54.129,1.12065
00706_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_08_31_14_12.ano.eswc,MTG,35,F,1725,12.5664,10,47,102,56,259.081,194.438,129,2.28529,2694.33,30990.4,118232,157.912,189.214,8,0.895655,15.902,2.1554,77.276,62.446,1.10689
00707_P007_T01-S001_MTG_R0509_LJ-20220530_LJ_stamp_2022_07_21_17_06.ano.eswc,MTG,35,F,1938,15393.8,9,45,98,54,259.59,202.582,128,2.76643,3128.51,37594.7,223601,147.044,185.989,10,0.916101,18.7653,0.952148,77.9717,62.0107,1.13752
00708_P007_T01-S001_MTG_R0509_LJ-20220530_YXQ_stamp_2022_07_25_17_18.ano.eswc,MTG,35,F,1581,11309.7,6,40,84,45,240.757,230.577,95,2.65621,2595.75,31484.2,163826,139.07,175.958,7,0.897117,17.8095,1.05671,67.6489,66.263,1.13152
00710_P006_T01-S007_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_08_16_24.ano.eswc,STG,63,M,1988,12.5664,7,45,96,52,219.888,258.178,124,1.99899,3035.79,19074.4,9537.21,146.679,196.534,9,0.901531,19.6979,1,83.7411,58.9059,1.05373
00711_P006_T01-S007_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_08_17_34.ano.eswc,STG,63,M,1978,12.5664,9,47,101,55,188.348,259.364,125,1.99899,3108.8,19533.2,9766.58,152.256,204.662,8,0.909219,18.5743,1,86.4232,57.8253,1.10963
00713_P006_T01-S007_STG_R0509_LJ-20220530_YXQ_stamp_2022_08_09_10_43.ano.eswc,STG,63,M,1794,12.5664,9,46,99,54,204.618,224.978,132,1.99889,2762.33,17356.2,8678.11,137.412,186.978,8,0.893316,17.1111,1,76.3219,56.1256,1.07578
00716_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_17_14_49.ano.eswc,MFG,36,F,1681,12.5664,7,44,93,50,237.194,247.883,114.86,1.99881,3385.74,21273.2,10636.6,155.965,235.811,7,0.913365,17.0645,1,70.3612,52.6731,1.12115
00717_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_17_15_54.ano.eswc,MFG,36,F,2383,12.5664,11,50,109,60,216.325,258.063,124,1.99916,3702.76,23265.1,11632.6,153.195,183.107,8,0.915181,20.8532,1,79.8128,60.7737,1.14216
00718_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_17_16_36.ano.eswc,MFG,36,F,1838,12.5664,9,46,100,55,251.955,255.982,113,1.99891,2955.67,18571,9285.52,153.261,175.82,6,0.914139,17.37,1,79.9779,61.453,1.14896
00719_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_17_17_28.ano.eswc,MFG,36,F,2493,12.5664,12,61,133,73,184.202,247.714,112,1.9992,3899.13,24498.9,12249.5,142.628,179.216,7,0.90394,17.7368,1,87.2416,57.0723,1.15596
00721_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_18_10_35.ano.eswc,MFG,36,F,1830,12.5664,9,40,87,48,216.834,257.045,88,1.99891,2783.94,17492,8746,143.76,176.661,6,0.902926,20.023,1,76.2575,53.9281,1.13767
00722_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_31_14_59.ano.eswc,MFG,36,F,667,12.5664,8,31,68,38,217.852,217.852,100.769,1.997,1975.08,12409.8,6204.9,127.742,148.247,5,0.929275,8.79412,1,69.5001,58.5287,1.06846
00724_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_09_11_30.ano.eswc,MFG,36,F,1868,12.5664,10,36,80,45,228.994,258.572,91,1.99893,2912.82,18301.8,9150.9,139.596,161.21,6,0.899011,22.3375,1,81.3397,57.7736,1.11729
00725_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_09_14_09.ano.eswc,MFG,36,F,1973,12.5664,10,47,102,56,255.518,223.96,107,1.99899,3141.35,19737.7,9868.83,152.885,185.53,6,0.913148,18.3333,1,79.1919,54.7393,1.12432
00726_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_06_28_17_09.ano.eswc,MFG,36,F,1664,13684.8,13,51,113,63,257.554,258.572,132,3.30416,4357.79,60964.3,357506,174.149,203.485,6,0.935292,13.7168,0.858423,68.2588,57.8562,1.13947
00727_P005_T01-S011_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_09_14_09.ano.eswc,MFG,36,F,1766,12.5664,10,44,97,54,192.402,216.608,120,1.99887,2601.85,16347.9,8173.95,137.203,162.692,8,0.911217,17.1959,1,62.2085,55.3889,1.06372
00730_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_30_14_24.ano.eswc,MFG,36,F,1413,12.5664,11,27,63,37,162.88,257.045,102,1.99858,2148.26,13497.9,6748.96,152.302,178.643,6,0.907761,21.4127,1,83.2054,62.4456,1.1086
00731_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_14_07.ano.eswc,MFG,36,F,1475,12.5664,9,33,73,41,201.564,202.073,100,1.99864,2133.64,13406.1,6703.03,118.043,146.397,5,0.894275,19.1918,1,82.4068,70.3291,1.06229
00732_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_14_08.ano.eswc,MFG,36,F,1473,12.5664,11,33,75,43,164.916,257.045,106,1.99864,2214.78,13915.8,6957.92,151.426,189.209,6,0.901505,18.6267,1,71.5275,57.6212,1.11044
00733_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_14_09.ano.eswc,MFG,36,F,1447,12.5664,9,32,72,41,120.633,176.623,111,1.99862,2123.85,13344.5,6672.26,127.089,139.75,7,0.899665,19.0833,1,80.61,61.6507,1.08311
00734_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_15_33.ano.eswc,MFG,36,F,1844,12.5664,9,45,97,53,240.248,222.942,122,1.99892,2774.05,17429.9,8714.93,152.841,184.92,7,0.915987,18,1,67.534,61.023,1.06012
00735_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_16_37.ano.eswc,MFG,36,F,1046,12.5664,7,37,79,43,189.348,238.212,110.786,1.99809,2669.36,16772.1,8386.04,134.053,168.669,6,0.917714,12.2278,1,75.5027,64.3091,1.1321
00736_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_18_17_18.ano.eswc,MFG,36,F,1407,12.5664,9,35,77,43,178.659,243.302,123,1.99858,2382.51,14969.7,7484.87,143.796,168.924,6,0.904971,17.2597,1,81.9755,61.2892,1.12074
00738_P005_T01-S011_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_09_15_53.ano.eswc,MFG,36,F,2176,12.5664,10,42,92,51,215.816,255.292,125,1.99908,3177.45,19964.5,9982.27,173.355,209.558,6,0.898477,22.6413,1,72.206,58.8489,1.13951
00740_P005_T01-S011_MFG_R0678_LJ-20220525_YXQ_stamp_2022_08_19_10_39.ano.eswc,MFG,36,F,2289,12.5664,12,55,121,67,253.572,339.678,123,1.99913,4248.04,26691.2,13345.6,196.372,226.095,8,0.919353,17.9091,1,85.2536,63.3401,1.11592
00744_P005_T01-S011_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_09_16_42.ano.eswc,MFG,36,F,2443,12.5664,10,49,106,58,241.775,257.045,138,1.99918,3780.6,23754.2,11877.1,160.849,192.658,6,0.9186,22.0377,1,72.7314,50.6438,1.11286
00745_P005_T01-S011_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_19_14_18.ano.eswc,MFG,36,F,1127,12.5664,12,32,74,43,192.855,185.841,86.978,1.99823,2209.53,13882.9,6941.45,143.218,196.152,8,0.901144,14.2162,1,79.5719,69.7466,1.05594
00746_P005_T01-S011_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_09_17_20.ano.eswc,MFG,36,F,1561,12.5664,8,49,104,56,202.073,183.975,66,1.99872,2394.57,15045.5,7522.77,130.004,148.961,6,0.908598,14,1,84.8538,64.284,1.0981
00747_P005_T01-S011_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_19_14_20.ano.eswc,MFG,36,F,1960,12.5664,10,46,100,55,252.973,227.523,136.947,1.99898,3371.15,21181.6,10590.8,149.417,176.609,7,0.913759,18.59,1,84.7379,66.2828,1.14371
00748_P005_T01-S011_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_19_14_20.ano.eswc,MFG,36,F,1400,12.5664,8,31,68,38,208.69,176.623,111,1.99857,2062.62,12959.8,6479.9,148.356,169.688,6,0.906886,19.5735,1,90.5043,70.0782,1.13948
00749_P005_T01-S011_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_19_16_02.ano.eswc,MFG,36,F,2075,12.5664,10,59,126,68,292.218,306.381,111,1.99904,4031.63,25331.5,12665.7,173.121,197.929,7,0.915012,15.4603,1,75.6604,60.0349,1.14986
00750_P005_T01-S011_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_19_16_42.ano.eswc,MFG,36,F,1754,12.5664,12,43,96,54,225.096,246.792,98,1.99886,3393.8,21323.9,10661.9,152.254,181.345,5,0.909153,17.2604,1,72.8473,62.695,1.1442
00751_P005_T01-S011_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_26_17_09.ano.eswc,MFG,36,F,2260,12.5664,13,55,123,69,294.93,334.254,108,1.99912,4203.71,26412.7,13206.3,189.579,232.1,6,0.901095,17.3659,1,86.2999,55.4242,1.13134
00754_P005_T01-S014_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_22_11_12.ano.eswc,MFG,36,F,2186,12.5664,11,40,91,52,259.59,234.649,121.986,1.99909,3302.17,20748.2,10374.1,151.046,173.259,7,0.909859,23.011,1,88.8861,55.761,1.11135
